index,ET_PenmanMonteith_Daily,ET_Abtew_Daily,ET_BlaneyCriddle_Daily,ET_BrutsaertStrickler_Daily,ET_ChapmanAustralia_Daily,ET_GrangerGrey_Daily,ET_SzilagyiJozsa_Daily,ET_Turc_Daily,ET_Hamon_Daily,ET_HargreavesSamani_Daily,ET_JensenHaise_Daily,ET_Linacre_Daily,ET_Makkink_Daily,ET_MattShuttleworth_Daily,ET_McGuinnessBordne_Daily,ET_Penman_Daily,ET_Penpan_Daily,ET_PriestleyTaylor_Daily,ET_Romanenko_Daily,ET_CRWE_Mon,ET_CRAE_Mon
2002-11-13,4.949824,4.956772,2.356463,2.68305,4.492127,2.886255,3.169066,3.97617,1.065562,3.815005,4.337175,3.264221,3.506018,2.576045,5.064426,7.053408,8.106599000000001,4.266733,5.984627,,
2002-11-14,4.066665,4.967189,1.853475,3.945662,3.444235,3.342398,4.756558999999998,3.917653,1.069297,3.751992,4.2268870000000005,2.441326,3.474883,2.911567,4.954854,5.87181,6.215548,4.358092,4.376346,,
2002-11-15,5.31644,4.977307,2.985348,3.097013,4.580318,2.978771,3.42469,4.3472,1.367085,5.3466510000000005,5.073024,3.563133,3.744709,3.077064,5.853287,7.244564,8.265751,4.552619,7.7408160000000015,,
2002-11-16,7.678922,4.987128,4.5080160000000005,1.391471,6.922186,2.635813,1.137055,4.987442,2.022864,5.945407,6.785372,8.232647,4.214475,3.249124,7.667667999999999,9.588142,12.49194,4.746498,14.44598,,
2002-11-17,6.970025,4.9966550000000005,4.648327,2.643234,6.286969,2.860086,2.470694,5.099067,2.205298,6.5885,7.146658,7.811253999999999,4.30527,3.61006,8.058144,8.971345,11.34561,5.084092,13.7752,,
2002-11-18,5.070079,5.005888,2.973574,4.213593,4.359628,3.37164,4.592098,4.682235,1.617537,5.29253,5.860258,3.91198,3.984846,3.594922,6.706631,7.006178,7.867487,4.982664,7.969784,,
2002-11-19,5.009025,5.01483,2.6845220000000003,4.155507,4.305347,3.3572910000000005,4.579716,4.625219,1.497952,4.386916,5.701958,4.40027,3.945325,3.4965620000000004,6.546449,6.915382000000001,7.769531,4.912079,7.637511999999999,,
2002-11-20,4.585028,5.0234830000000015,2.149527,4.062168,4.1036730000000015,3.409819,4.720255,4.300711,1.214458,4.21801,4.938954,2.771538,3.725683,3.022238,5.7450220000000005,6.60107,7.405586,4.727143,4.873427,,
2002-11-21,5.520236,5.031849,2.8352470000000003,3.157242,4.826116000000002,3.044147,3.5133870000000003,4.428686,1.374652,4.872986,5.213286,3.723534,3.812348000000001,3.093124,6.042068,7.507714999999999,8.709323,4.694662,7.5088,,
2002-11-22,5.354654,5.03993,3.183832,3.355338,4.615014,3.040648,3.5351800000000004,4.598473,1.557006,6.802476,5.6093449999999985,4.912123,3.931449,3.390449,6.468664,7.378416,8.328363000000001,4.736584,9.516531,,
2002-11-23,8.716823,5.047728,4.984561,1.4337,7.9711630000000016,2.879408,1.13661,5.313062,2.5525330000000004,7.794867,7.838539,9.773654,4.487357,3.5986870000000004,8.84332,10.57068,14.38495,5.1982230000000005,16.44961,,
2002-11-24,5.2144080000000015,5.055244,3.077964,5.092932,4.589868,3.798917,5.6334300000000015,4.910006,1.715229,5.083796,6.440576,3.3854910000000005,4.164324,3.793589,7.365015,7.147433,8.282983999999999,5.460401,6.124661,,
2002-11-25,4.3846110000000005,5.062481,1.982018,5.96631,3.724602,4.277581,6.952241000000001,4.753557,1.557275,4.668167,5.987358,2.252595,4.04791,3.864781,6.889392999999999,6.177622,6.7215050000000005,5.453581,3.110199,,
2002-11-26,3.789581,5.069442,1.8358330000000005,4.528257,3.480445,3.638471,5.48632,4.052471,1.048769,4.07895,4.423575,1.7120080000000002,3.584503,2.846403,5.230077,5.869392,6.280894,4.6302400000000015,2.953375,,
2002-11-27,4.101261,5.076127,1.739007,4.703755,3.477066,3.69608,5.717462,4.223438,1.136269,4.245844,4.746666,2.4719330000000004,3.690394,3.225801,5.579013,5.924201,6.274796,4.739496,3.935614,,
2002-11-28,4.761691000000001,5.082538,2.433035,4.482725,4.016263,3.591139,5.104875,4.501711,1.421073,5.6809080000000005,5.339109,2.925968,3.873667,3.493318,6.215541,6.6447600000000016,7.247843,4.954535,5.934836,,
2002-11-29,4.731804,5.088679,2.365,4.2985989999999985,4.186,3.529799,4.9632489999999985,4.4365,1.273181,4.351907,5.186538,2.743958,3.831185,3.19913,6.057627,6.737946000000001,7.554154,4.900618,5.130249,,
2002-11-30,5.254391,5.094549,2.613722,3.2809129999999995,4.629253,3.143562,3.757247,4.309869,1.231223,4.198189,4.910851999999998,3.34694,3.749966,2.985113,5.7678080000000005,7.306445,8.35406,4.665473,6.561884,239.0447,225.4942
2002-12-01,6.09931,5.2306620000000015,3.729081,3.152081,5.303175,3.06918,3.2855190000000003,4.822712,1.76712,7.31279,5.985085,5.10493,4.130848,3.45126,6.760416,8.163454,9.570235,4.9759400000000005,9.955719,,
2002-12-02,6.814073,5.23608,4.019981,2.6611130000000003,6.315162,3.038727,2.9300900000000003,4.865782,1.694389,4.608438,6.091978,3.924434,4.1632050000000005,3.18182,6.876547,9.079004,11.39649,5.132647,8.757839,,
2002-12-03,4.508425,5.241229,2.332434,4.012243,4.057664,3.496842,4.782075,4.212753,1.184921,3.937672,4.636472,2.4034470000000003,3.730336,2.931117,5.362641,6.647695,7.322556,4.722054,4.526344,,
2002-12-04,5.1569720000000006,5.246111,2.6669,2.872974,5.289272,3.138811,3.464958,4.295858,1.2001879999999998,4.211397,4.792121,2.9206830000000004,3.782216000000001,2.5262,5.528551,7.976561999999999,9.545146,4.752313,5.108487,,
2002-12-05,4.367904,5.250729,2.648371,3.832036,4.455876,3.462485,4.562506,4.239973,1.169234,4.181644,4.682741,2.21111,3.749462,2.606854,5.417658,7.02951,8.041181,4.798457,3.768576,,
2002-12-06,5.048259,5.255083,2.486682,3.355332,4.484239,3.235648,3.940472,4.249902,1.188224,4.082074,4.699257,3.403592,3.756713,2.903541,5.437997,7.180899,8.092365,4.641024,6.091154,,
2002-12-07,5.5402580000000015,5.259175,3.214099,3.17213,4.745488,3.127692,3.5244760000000004,4.474172,1.416402,5.413537,5.145395,4.0840239999999985,3.89837,3.184743,5.907255,7.576236,8.56382,4.730421,8.065163,,
2002-12-08,4.910768,5.263007,2.528347,4.162408,4.248893,3.524308,4.824804,4.483151,1.341124,4.173159,5.161795,3.182698,3.905175,3.273358,5.927302,6.918574,7.667653,4.912582,5.892598,,
2002-12-09,4.187411,5.266579,1.994238,4.020291,3.5504330000000004,3.492054,5.027932,3.949034,1.038295,3.885261,4.165155,2.3878470000000003,3.586889,2.947548,4.88732,6.112071,6.407196,4.495592,4.550251,,
2002-12-10,4.959028,5.269893,2.523804,3.611707,4.428068,3.3438220000000003,4.247529,4.294147,1.214844,4.044725,4.775841000000002,3.258851,3.787841,2.956089,5.528539,7.111974000000001,7.990996000000001,4.733536,5.657477,,
2002-12-11,4.549352,5.27295,2.192861,4.156227,4.128584,3.569326,4.9350010000000015,4.2964449999999985,1.2099950000000002,4.093378,4.778611,2.5486020000000003,3.790108,2.983611,5.533565,6.733489,7.450541,4.827572,4.461947,,
2002-12-12,5.056303,5.275752,2.592309,3.98503,4.513104,3.4709,4.609687,4.499130999999998,1.329677,4.308675,5.186977,3.137246,3.918804,3.152964,5.963133999999998,7.188984,8.144455,4.944075,5.74205,,
2002-12-13,4.615007,5.278298,2.325599,4.520675,3.889192,3.695718,5.329313,4.415829,1.336967,4.530107,5.011845,2.747282,3.865937,3.379142,5.781513,6.543903,7.018528999999999,4.923456,5.180052,,
2002-12-14,6.359649,5.28059,3.899096,3.1697490000000004,5.542891,3.101012,3.218611,4.96973,1.961546,11.65673,6.321475,5.31047,4.248157,3.618712,7.155226,8.494291,10.00283,5.132569,10.85223,,
2002-12-15,7.116396000000001,5.282628,4.871354,2.778355,6.518941000000001,2.998393,2.40535,5.434024,2.7291,15.73389,7.796956,8.074233,4.6134010000000005,3.920478,8.70307,9.451282,11.76424,5.358373,15.82951,,
2002-12-16,8.458063000000001,5.284413,5.7233410000000005,1.852759,7.851333,2.965626,1.322248,5.640931,2.968821,6.830975,8.612577,10.01433,4.786847,3.832102,9.559554,10.50314,14.1687,5.355562,18.8542,,
2002-12-17,7.543132000000001,5.285945,5.3970410000000015,3.559078,6.996252,3.2815800000000004,3.246963,5.703696,3.200805,8.60482,8.881913,9.069351,4.840442,4.325254,9.843305,9.786757,12.6256,5.879016,16.96106,,
2002-12-18,10.00736,5.287225,5.791836,0.9359857,9.35853,3.083136,0.4700833,5.604345,2.717306,6.082745,8.451934,9.737082,4.7561230000000005,3.650022,9.393639,11.84492,16.88863,5.498839,17.18816,,
2002-12-19,9.545017,5.288252,5.695801,1.745475,8.821076,3.174528,1.155689,5.685872,3.074643,6.826217,8.796804,9.689778,4.825434,3.946367,9.755935,11.40413,15.91872,5.705136,17.60096,,
2002-12-20,9.128999,5.289027,5.396008,1.695443,8.377612,3.056951,1.465068,5.527133,2.688934,6.683412,8.136965,8.139216000000001,4.691398,3.758046,9.064519,11.05535,15.11844,5.528746,15.89055,,
2002-12-21,7.088875999999999,5.28955,4.9690330000000005,3.575226,6.485415,3.224505,3.3352470000000003,5.54379,2.820419,9.659131,8.201345,7.440177,4.705393,4.174785,9.132071,9.347311,11.70373,5.695354,15.211379999999998,,
2002-12-22,6.567551,5.28982,3.740303,2.8470880000000003,6.009924,3.093819,3.127953,4.823208,1.598671,4.539836,5.9256150000000005,4.176867,4.143157,3.19471,6.745854,8.816262,10.84565,5.107696,8.567063000000001,,
2002-12-23,5.537254,5.289837,2.880713,3.319815,4.927622,3.231361,3.791674,4.486166000000001,1.343185,4.190075,5.149961,3.614439,3.913989,3.069074,5.932244,7.701289999999998,8.892503999999997,4.851132,6.893561999999998,,
2002-12-24,5.566976,5.2896,3.002911,3.589057,4.924176,3.318252,4.062295,4.591886,1.439684,4.522229,5.378608,3.575446,3.983376,3.212046,6.171311,7.697344,8.886285,4.978924,6.9046759999999985,,
2002-12-25,5.713063,5.28911,3.217121,3.531026,5.000128,3.2801190000000005,3.936830000000001,4.653424,1.503196,4.895785,5.517966,3.705009,4.024712,3.2946470000000003,6.316507,7.803559,9.02335,4.998379,7.566216000000002,,
2002-12-26,6.121241,5.288365,3.446499,3.477319,5.449261,3.253604,3.8069,4.832049,1.635462,4.740113,5.9494099999999985,4.161779,4.149177,3.379406,6.767517,8.246952,9.833865,5.163737,8.194011999999999,,
2002-12-27,6.749861,5.287364,4.038405,3.034019,5.978915,3.055628,3.0055110000000003,5.108733999999999,1.968418,5.6025269999999985,6.710885,6.248404,4.354496,3.613876,7.563898,8.832725,10.78969,5.205689,11.79294,,
2002-12-28,9.259178,5.286107,5.6512730000000015,1.151544,8.559688000000001,2.954078,0.6354184,5.609379,2.841696,6.048493,8.475561,11.01038,4.760271,3.676338,9.410509,11.13838,15.447020000000002,5.292612,18.59581,,
2002-12-29,7.3229570000000015,5.284592,4.979906,3.932788,6.645986,3.3640449999999995,3.918118,5.519608,2.54118,5.837972,8.117438,7.209397,4.684648,4.136351,9.032842,9.361001,11.9935,5.866816,12.87289,,
2002-12-30,6.002696,5.282818,3.677565,5.2460830000000005,5.338742,3.886928,5.665476,5.293387999999998,2.146598,5.287098,7.3019729999999985,4.291354,4.499001,4.135915,8.176271,8.049396,9.634421,5.926318,7.712425,,
2002-12-31,4.388807,5.280785,2.293652,4.155475,4.536608,3.5979050000000004,4.88812,4.398968,1.249018,4.35837,4.976124,2.0577240000000003,3.85594,2.713484,5.739234,7.116482,8.186871,4.9901230000000005,3.590602,277.8449,263.7825
2003-01-01,4.640729,5.606835,3.033791,4.238175,4.484758,3.719195,5.059243,4.497966,1.434767,4.1709760000000005,4.986848,2.639663,4.007571,2.920215,5.442625,7.197352,8.0933,5.057311,4.1652510000000005,,
2003-01-02,4.844651,5.604207,3.132112,5.1175120000000005,4.138001,4.026623000000002,6.038163,4.831716,1.706271,4.252199,5.671565,2.743474,4.219325,3.681588,6.114264,6.8794960000000005,7.467534,5.341347,5.183888,,
2003-01-03,4.988644,5.601305,3.193003,5.151804,4.309423000000002,4.042774,5.987295,4.9126379999999985,1.7981049999999998,4.368335,5.8571339999999985,2.728406,4.273342,3.713451,6.2939,7.06688,7.776888,5.439736,5.236669,,
2003-01-04,5.77033,5.598127,4.006966,4.000821,4.990784,3.5026660000000005,4.4081839999999985,4.978668,1.94262,5.730727,6.015295,3.973015,4.318217,3.621097,6.446178,7.9092850000000015,9.006488000000003,5.2589,8.232667,,
2003-01-05,8.343256,5.594671,5.972061,2.330917,7.593972,3.097678,2.150992,5.621029,2.851412,6.653839,7.867507000000002,7.595978999999999,4.803552,3.780534,8.263508,10.46012,13.70426,5.560035,14.14113,,
2003-01-06,7.846424000000002,5.590936,6.178083,2.640396,7.1822339999999985,3.091435,2.273988,5.737413,3.26888,11.77767,8.292325,8.510800999999999,4.8986480000000014,3.983317,8.676107,10.10642,12.96123,5.556719,15.995629999999998,,
2003-01-07,6.621718,5.586918,5.296915,4.065595,5.942892,3.412119,4.049112999999998,5.570463,2.736644,5.948165,7.708872,6.117553,4.761675,4.1131400000000005,8.097795,8.861165,10.72468,5.699995,12.39918,,
2003-01-08,5.71845,5.582616000000002,3.742129,3.648468,5.184247,3.4161019999999995,4.154099,4.802326,1.6794939999999998,4.283704,5.622875,3.654716000000001,4.1945120000000005,3.224425,6.045242,8.015044999999999,9.355615,5.130944,6.9117630000000005,,
2003-01-09,6.21629,5.578026,4.109339,3.445673,5.576685,3.312376,3.784675,4.9899,1.8724490000000005,4.395196,6.06074,4.368002,4.321719,3.380072,6.470418,8.447427000000001,10.06382,5.221616,8.343811,,
2003-01-10,7.027191,5.5731480000000015,4.879913,3.330846,6.3204970000000005,3.264373,3.46666,5.3272629999999985,2.33323,5.189873,6.9664350000000015,4.964733,4.56851,3.676903,7.353345,9.208785,11.40612,5.498334,10.41981,,
2003-01-11,9.504467,5.567978,6.6702,1.3764809999999998,8.814362,3.07077,1.066098,5.789218,3.215192,5.805608,8.53935,9.081055,4.9394300000000015,3.73787,8.888318,11.48414,15.90661,5.539209,16.66568,,
2003-01-12,11.05417,5.562513,7.657036,-0.02133415,10.41781,3.17016,-2.822228,6.008557,3.890469,6.33474,9.48034,12.37009,5.125375,3.687203,9.802298,12.78104,18.80024,5.419867,20.67431,,
2003-01-13,9.508924,5.556751,6.485863,1.04275,9.067708,3.077049,1.108042,5.526626,2.701524,5.776205,7.613817999999998,6.907192,4.722477,3.420297,7.968839999999998,11.84233,16.3638,5.5436440000000005,12.88805,,
2003-01-14,5.966146,5.55069,4.101325,3.617768,5.4112269999999985,3.3741220000000003,4.047572,4.922788,1.821152,4.323071,5.9242940000000015,3.901645,4.268938,3.314598,6.310921,8.233628999999999,9.765229,5.2106949999999985,7.438872999999999,,
2003-01-15,6.37599,5.544326,4.264335,3.329224,5.7513809999999985,3.27022,3.650603,5.010731,1.96359,4.648527,6.144072,4.156505,4.3293230000000005,3.374105,6.519736,8.615867,10.37908,5.240213,8.383892,,
2003-01-16,6.901809,5.537656,5.2648790000000005,3.574001,6.183879,3.265211,3.5647900000000003,5.468533,2.660024,6.2888720000000005,7.454538,5.869801,4.673477,3.913214,7.792037,9.068734,11.15957,5.554603,12.0424,,
2003-01-17,9.792334,5.530679,7.0708,1.813299,9.120012,3.256063,1.544528,5.8583110000000005,3.5641190000000003,6.823864,8.907584,9.49437,4.9941580000000005,3.959973,9.200851,11.74751,16.45819,5.873609,16.07995,,
2003-01-18,6.854852,5.523391,5.507584,3.950903,6.172059,3.376154,3.920374,5.585167,3.02061,9.566053,7.873488,6.471719,4.765624,4.152889,8.184751,9.089726,11.13824,5.750232,12.60379,,
2003-01-19,10.08029,5.51579,7.2934350000000014,1.234405,9.44719,3.217102,-1.382779,6.0075129999999985,4.165866,8.176098,9.612854,11.02085,5.120633,3.977622,9.868643,11.94358,17.04862,5.67181,19.99095,,
2003-01-20,7.575421,5.507871,6.003571,4.387617,6.930716,3.568626,4.392745,5.8359489999999985,3.444986,5.560188,8.870851,6.903461,4.973068,4.431532,9.137145,9.687419,12.50733,6.218622,13.1869,,
2003-01-21,6.053026999999998,5.499634,4.560228,4.432365,5.371298,3.57057,4.749159,5.284612,2.306103,4.709504,6.940644,4.741916000000002,4.523872,3.874485,7.253014,8.159127999999999,9.693171,5.568632,8.887277000000003,,
2003-01-22,6.444634,5.491075,4.786688,3.583472,5.720287,3.267284,3.755829,5.204276,2.2963150000000003,5.569177,6.7186460000000015,4.816708,4.461193,3.669042,7.029458999999999,8.569673,10.32297,5.342359,9.949194,,
2003-01-23,5.847581,5.48219,4.776008999999998,4.015852,5.207043,3.337108,4.088786,5.295558,2.4963490000000004,7.017492,6.9977,5.288362,4.5295489999999985,3.914209,7.291661,8.0961,9.396754,5.3447879999999985,11.26185,,
2003-01-24,9.407351,5.472978,7.095861,1.034481,8.760892,2.979731,0.3967016,5.820428,3.733713,9.410174,8.89359,10.04742,4.956685,3.722497,9.118123,11.351,15.81011,5.314879,18.89961,,
2003-01-25,9.51371,5.463436,7.606261,0.8304351000000001,9.005692,3.035059,-1.708174,5.957525,4.431098,15.97249,9.534747,11.69107,5.0732870000000005,3.808117,9.727119,11.54034,16.25189,5.2984480000000005,21.3717,,
2003-01-26,6.851528999999998,5.453561,5.108043,3.417386,6.234627,3.224939,3.589538,5.287303,2.365384,4.710338,7.013595,4.3970080000000005,4.518695,3.617496,7.280264999999999,8.986658,11.25116,5.439917,9.990082,,
2003-01-27,6.220898,5.443351,4.830747,3.4117010000000003,5.514122,3.146773,3.506917,5.14856,2.2473240000000003,4.962369,6.620999,5.1715019999999985,4.410919,3.598353,6.892177,8.328748,9.950915,5.152265,10.58746,,
2003-01-28,7.426723,5.432803,5.27851,2.773366,6.757153,3.042497,2.743961,5.388718,2.601492,4.911754,7.365627000000001,6.305068,4.5954760000000014,3.626054,7.600561,9.500718,12.19412,5.3529,12.23859,,
2003-01-29,6.353222,5.421914,5.932971,3.79329,5.972366,3.178458,3.513954,5.665177,3.314395,6.363925,8.380506,7.536250999999999,4.820614,4.125474,8.567115,8.766575,10.77787,5.523593,15.49801,,
2003-01-30,5.771075,5.4106830000000015,4.210737,3.924985,5.42521,3.432894,4.420223,4.95046,1.989175,4.299512,6.126037,3.19761,4.25892,3.285845,6.388516,8.107297,9.790463,5.301878,6.28894,,
2003-01-31,5.781609,5.399106,3.666069,3.072438,5.4187699999999985,3.134217,3.506706,4.697002,1.709139,4.131414,5.528892,3.672159,4.08,2.96451,5.806174,8.126365,9.778841,4.9003760000000005,6.854471,310.2658,298.8811
2003-02-01,5.201827,5.258893,3.4883610000000003,4.043341000000002,4.569554,3.3898580000000003,4.5317680000000005,4.7202470000000005,1.726155,4.144493,5.701348,3.393582,4.063941000000002,3.360555,6.096356,7.200024000000001,8.246326,4.968476,6.805317,,
2003-02-02,6.127918,5.246813,4.113479,3.529983,5.491562,3.175298,3.792885,4.9722040000000005,2.056117,4.634493,6.369328,4.5858940000000015,4.2439550000000015,3.453983,6.7426330000000005,8.173519,9.910203,5.147183,8.704526,,
2003-02-03,5.861467,5.234389,4.842341,3.410461,5.325335,3.025759,3.301797,5.179575,2.616466,12.09023,7.008545,6.221136,4.401689,3.766208,7.358864,8.165591000000001,9.610226,5.093342,12.61472,,
2003-02-04,10.57897,5.22162,7.279474,0.06004,9.971336,3.080634,-5.4581620000000015,5.745255,3.903806,6.390285,9.263355,11.92806,4.870557,3.596467,9.553853,12.17225,17.994510000000005,5.206709,20.75819,,
2003-02-05,6.712424,5.2085040000000005,4.386049,2.947571,6.249704,3.031855,3.199358,5.013014,2.102689,4.502365,6.535671,4.205587,4.26828,3.2845690000000003,6.874746000000001,8.864397,11.27836,5.1656900000000014,8.908727,,
2003-02-06,5.677496,5.1950400000000005,4.037339,3.917082,4.990132,3.267016,4.187664,4.94471,2.172685,6.517519999999998,6.356431,4.617968,4.214212,3.613073,6.689178,7.683788000000002,9.005311,5.123939,8.717198,,
2003-02-07,5.7758910000000006,5.1812260000000006,4.081967,3.460246,5.105333,3.094816,3.697584,4.851445,2.002841,4.840609,6.115342,4.42885,4.142272,3.396861,6.443674,7.767041000000001,9.213206,4.9374129999999985,8.843833,,
2003-02-08,6.123538,5.1670620000000005,4.2010190000000005,2.862012,5.468706,2.90656,3.029082,4.811354,1.942532,4.413913,6.024099,4.760715,4.1101730000000005,3.215102,6.344469,8.124573,9.868958,4.804025,9.371814,,
2003-02-09,6.497335,5.152547,4.690299,2.437161,5.808935,2.775294,2.459087,4.894266,2.095948,5.003003,6.267281,5.369726,4.168861,3.228986,6.570277000000001,8.484322,10.48294,4.756408,10.87379,,
2003-02-10,6.129418,5.1376800000000005,4.346292,2.687144,5.444624,2.817164,2.762886,4.818469,2.018876,4.973257,6.076295,5.254522,4.109821,3.226417,6.374054,8.112435000000001,9.825499,4.715492,10.22353,,
2003-02-11,6.056642,5.122461,4.705142,3.074594,5.418038,2.905437,3.061785,5.006667,2.432029,8.974910000000003,6.637035000000001,5.546572,4.2495980000000015,3.527622,6.90643,8.134739,9.77752,4.916412,11.43199,,
2003-02-12,5.724421,5.106889,4.589619,3.54003,5.180409,2.997545,3.5319480000000003,5.086119999999998,2.402331,4.641045,6.911486,5.7865980000000015,4.309603,3.628659,7.1601300000000005,7.794571,9.34869,4.983831,11.6704,,
2003-02-13,6.119165,5.090964,5.071569,2.8915610000000003,5.571986,2.800067,2.751243,5.093963,2.515044,5.623479,6.963361999999999,6.378445,4.31361,3.506245,7.197918,8.203544,10.05534,4.850877,12.92356,,
2003-02-14,6.7154440000000015,5.074687,5.068809,2.886288,6.1167099999999985,2.871293,2.804308,5.186022,2.708447,5.41596,7.307061,6.638839999999999,4.385617,3.5902,7.5168149999999985,8.694609,11.03836,5.063942,12.8422,,
2003-02-15,6.9794589999999985,5.058057,5.41443,2.291983,6.408614,2.71113,2.109683,5.180649,2.615683,4.790879,7.319592,7.33098,4.379204,3.40772,7.515685,8.901216,11.56514,4.859816,13.98988,,
2003-02-16,5.12195,5.041076,3.789177,4.4130699999999985,4.591378,3.425271,4.86731,4.822533,2.016185,4.425628,6.204401,3.369032,4.095402,3.46797,6.430286,7.040172,8.28571,5.073716,6.393421,,
2003-02-17,6.610053999999999,5.0237440000000015,4.4405519999999985,2.033521,6.29665,2.723012,2.309496,4.711138,1.930254,4.071973000000002,5.91739,4.3738199999999985,4.00942,2.8503830000000003,6.143016,8.812339,11.36308,4.703243,8.45368,,
2003-02-18,7.228886,5.006062,5.0989900000000015,0.9291801,6.606613,2.418554,0.8350177,4.770463,2.01368,4.171893,6.101138,6.58098,4.050141,2.7955810000000003,6.3076050000000015,9.135751,11.92245,4.3068,12.26275,,
2003-02-19,5.872662999999998,4.988032,4.280537000000002,2.722894,5.293492,2.733009,2.827146,4.7461160000000016,1.958676,4.338799,6.055183,5.212518,4.0287169999999985,3.100111,6.251753,7.771664,9.552762,4.577403,9.806811,,
2003-02-20,4.01579,4.969655,2.667109,5.243207,3.533592,3.843654,6.130167,4.549135,1.740949,3.967602,5.555023,1.7194330000000002,3.881744,3.397142,5.7621080000000005,5.800642,6.376804,4.928478,3.0789470000000003,,
2003-02-21,3.778779,4.950932,2.291639,5.670338,3.360097,4.016237,6.806928,4.566419000000002,1.7730009999999998,3.5461,5.6174040000000005,1.735618,3.890185,3.443166,5.810335,5.57426,6.06371,5.0336620000000005,1.958509,,
2003-02-22,4.327162,4.931867,2.8494200000000003,5.09928,3.823178,3.761467,5.789077,4.649592,1.920734,4.1444839999999985,5.856592,2.658399,3.946833,3.473386,6.026569,6.127262,6.899398,5.0042,3.986433,,
2003-02-23,4.4169480000000005,4.912461,3.037845,4.7764419999999985,3.871315,3.5933660000000005,5.383328,4.5930550000000006,1.925479,3.968806,5.7272680000000005,2.52029,3.901736,3.414446,5.891722,6.202535,6.986267,4.8843809999999985,4.627249,,
2003-02-24,4.879638,4.892717,3.473294,4.8106300000000015,4.330663,3.563219,5.289653,4.796178,2.246337,4.2714300000000005,6.3276,3.111855,4.050635,3.603133,6.449428,6.704642999999999,7.815217,5.122709,5.714244,,
2003-02-25,5.26551,4.872637,3.913619,4.396391,4.7037879999999985,3.321261,4.736408,4.867874,2.418139,4.512926,6.582745,4.251314,4.103559,3.616707,6.678155,7.111234,8.488567999999999,5.102884,7.375936999999999,,
2003-02-26,5.119911,4.852225,4.027176,4.0800790000000005,4.5686339999999985,3.148562,4.329658,4.819988,2.378096,4.594653,6.461857,4.485348,4.062919,3.55239,6.550424,6.99368,8.244665,4.898957,8.485606,,
2003-02-27,4.639164,4.831484,3.358407,3.850819,4.09341,3.081498,4.240339,4.519214,1.881717,3.869384,5.621246,3.529026,3.832239,3.196443,5.743722,6.424381,7.387064,4.535374,6.78728,,
2003-02-28,4.029118,4.810418,2.86488,3.57655,3.702381,3.038854,4.165678,4.060506,1.438419,3.53182,4.579148,2.423076,3.5162120000000003,2.638036,4.749896,5.9131230000000015,6.681405000000002,4.18005,4.1877559999999985,228.8822,216.6121
2003-03-01,4.105436,4.339324,2.085276,2.431592,3.668121,2.468251,2.843629,3.5558080000000003,0.9656339,3.365094,3.859495,2.95071,3.0744700000000003,2.267646,4.438878,5.808591000000002,6.619578,3.605537,5.272279,,
2003-03-02,3.272322,4.319191,1.553735,3.198503,2.72875,2.722576,3.879896,3.363604,0.8895257,3.1069720000000003,3.530108,2.2426060000000003,2.958114,2.450907,4.088095,4.735678,4.924367,3.5069980000000003,4.143695,,
2003-03-03,3.765413,4.2987769999999985,2.030054,3.129298,3.231185,2.684143,3.589643,3.675409,1.079104,3.330113,4.1127720000000005,2.765594,3.135878,2.574135,4.681833,5.320258,5.831073,3.72776,5.123997,,
2003-03-04,4.186038,4.278085,2.185231,2.8805,3.682596,2.561028,3.228841,3.828289,1.171137,3.548363,4.452911,3.405571,3.229394,2.5718970000000003,5.023007,5.79247,6.6456990000000005,3.812248,5.963274,,
2003-03-05,4.5442800000000005,4.257121,2.6128150000000003,2.420447,3.985082,2.388332,2.662036,3.851747,1.255564,3.816166,4.5231910000000015,3.5043,3.240125,2.551507,5.08472,6.16739,7.191573,3.758818,7.093864999999999,,
2003-03-06,5.48301,4.23589,3.2866370000000003,1.720279,4.912959,2.196303,1.739277,4.132696,1.526409,3.841997,5.264316,5.470191000000002,3.435516,2.634745,5.836457,7.118536,8.866042,3.83485,10.27169,,
2003-03-07,4.661154,4.214397,3.16606,2.067564,4.17131,2.195282,2.04976,4.0328870000000006,1.468664,4.172417,5.014728,5.200343,3.357958,2.657907,5.567737,6.4027699999999985,7.527644,3.692088,10.17708,,
2003-03-08,4.738444,4.192648,2.651212,1.921568,4.284551,2.227382,2.173891,3.759029,1.172593,3.440007,4.363982,3.524764,3.162504,2.305287,4.88848,6.397526,7.732002,3.615961,6.826637,,
2003-03-09,4.807217,4.170648,2.628616,1.6168790000000002,4.281052,2.126413,1.818531,3.691196,1.162251,3.329578,4.230802,3.687698,3.112342,2.253445,4.741323,6.429167,7.725688000000001,3.486069,7.372619999999999,,
2003-03-10,4.245584,4.148404,2.280668,2.615707,3.759104,2.407992,2.918117,3.771319,1.248249,3.484831,4.4276230000000005,3.201603,3.160149,2.483244,4.931797,5.816433999999999,6.783769,3.697458,6.063032,,
2003-03-11,4.354483,4.125921,2.601286,3.003631,3.865808,2.527375,3.282935,3.960004,1.45451,3.763402,4.919367,3.455417,3.287633,2.720394,5.42231,5.916215,6.976328,3.927868,6.451484,,
2003-03-12,4.717095,4.103206,3.297947,2.362696,4.2488730000000015,2.263289,2.404608,4.083387,1.687327,5.081578,5.296687,4.6017769999999985,3.375136,2.772969,5.794459,6.403886,7.667617,3.83727,9.753738,,
